                Name	              Artist	               Album	               Genre	      Time
      Devil On A Hog	     Bruce Dickinson	    Tyranny Of Souls	         Heavy Metal	      4:01
            Believil	     Bruce Dickinson	    Tyranny Of Souls	         Heavy Metal	      4:50
  A Tyranny Of Souls	     Bruce Dickinson	    Tyranny Of Souls	         Heavy Metal	      5:48
               Intro	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      0:36
 Denial of Existence	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      2:46
  Birth of Ignorance	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      5:01
   Stench of Prophet	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      2:19
         Ill-Neglect	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      2:59
                Wilt	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      3:14
   Collateral Damage	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      0:19
      Walking Corpse	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      2:20
            H.O.P.E.	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      2:21
       Monetary Gain	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      3:57
                Time	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      5:37
S.O.B. Coverversions	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      4:47
   Unjust Compromise	        Brutal Truth	  Birth of Ignorance	            Rock/Pop	      2:36
         Ill Neglect	        Brutal Truth	    Ill Neglect (EP)	           Grindcore	      2:18
Hear Nothing for You	        Brutal Truth	    Ill Neglect (EP)	           Grindcore	      0:57
  Pre-Natal Homeland	        Brutal Truth	    Ill Neglect (EP)	           Grindcore	      3:41
      Pass Some Down	        Brutal Truth	  Kill Trend Suicide	                    	      2:03
     Let's Go to War	        Brutal Truth	  Kill Trend Suicide	                    	      1:27
  Hypocrite Invasion	        Brutal Truth	  Kill Trend Suicide	                    	      2:52
            Everflow	        Brutal Truth	  Kill Trend Suicide	                    	      1:01
            Homesick	        Brutal Truth	  Kill Trend Suicide	                    	      1:16
    Humanity's Folly	        Brutal Truth	  Kill Trend Suicide	                    	      2:48
  I Killed My Family	        Brutal Truth	  Kill Trend Suicide	                    	      2:42
            Collapse	        Brutal Truth	     Need To Control	                Rock	      5:02
           Turn Face	        Brutal Truth	     Need To Control	                Rock	      1:29
           Godplayer	        Brutal Truth	     Need To Control	                Rock	      4:06
           I See Red	        Brutal Truth	     Need To Control	                Rock	      2:49
       Bite The Hand	        Brutal Truth	     Need To Control	                Rock	      2:06
    Ordinary Madness	        Brutal Truth	     Need To Control	                Rock	      5:04
           Judgement	        Brutal Truth	     Need To Control	                Rock	      2:34
           Mainliner	        Brutal Truth	     Need To Control	                Rock	      2:18
        Displacement	        Brutal Truth	     Need To Control	                Rock	      4:14
Perpetual Conversion	        Brutal Truth	Perpetual Conversion	                    	      3:00
      Walking Corpse	        Brutal Truth	Perpetual Conversion	                    	      1:41
  Lord of This World	        Brutal Truth	Perpetual Conversion	                    	      5:02
           Bed Sheet	        Brutal Truth	Perpetual Conversion	                    	      9:43
  Our Father In Zion	         Buju Banton	        Inna Heights	              Reggae	      1:10
   Hills And Valleys	         Buju Banton	        Inna Heights	              Reggae	      4:32
        Inter Lingua	         Buju Banton	        Inna Heights	              Reggae	      0:23
             Destiny	         Buju Banton	        Inna Heights	              Reggae	      3:58
   African Pride (2)	         Buju Banton	        Inna Heights	              Reggae	      3:44
         Cry No More	         Buju Banton	        Inna Heights	              Reggae	      3:52
        My Woman Now	         Buju Banton	        Inna Heights	              Reggae	      4:07
           Small Axe	         Buju Banton	        Inna Heights	              Reggae	      3:57
    Inter Lingua (2)	         Buju Banton	        Inna Heights	              Reggae	      0:25
     Redder Than Red	         Buju Banton	        Inna Heights	              Reggae	      3:53
       Single Parent	         Buju Banton	        Inna Heights	              Reggae	      4:05
Inter Lingua (2) (2)	         Buju Banton	        Inna Heights	              Reggae	      0:15
     Give I Strength	         Buju Banton	        Inna Heights	              Reggae	      4:00
        Love Dem Bad	         Buju Banton	        Inna Heights	              Reggae	      4:08
         Love Sponge	         Buju Banton	        Inna Heights	              Reggae	      3:39
        Mother's Cry	         Buju Banton	        Inna Heights	              Reggae	      3:42
             54 / 46	         Buju Banton	        Inna Heights	              Reggae	      3:54
       Circumstances	         Buju Banton	        Inna Heights	              Reggae	      4:05
         Batty Rider	         Buju Banton	         Mr. Mention	                    	      3:53
    Love Black Woman	         Buju Banton	         Mr. Mention	                    	      3:36
  Look How You Sweet	         Buju Banton	         Mr. Mention	                    	      3:28
       Woman No Fret	         Buju Banton	         Mr. Mention	                    	      3:40
              Dickie	         Buju Banton	         Mr. Mention	                    	      3:35
    Love Me Browning	         Buju Banton	         Mr. Mention	                    	      3:44
          The Grudge	         Buju Banton	         Mr. Mention	                    	      3:23
 How the World A Run	         Buju Banton	         Mr. Mention	                    	      3:54
         Man Fe Dead	         Buju Banton	         Mr. Mention	                    	      3:54
               Quick	         Buju Banton	               Quick	              Reggae	      3:27
 Bring You Body Come	         Buju Banton	               Quick	              Reggae	      3:43
       Stamina Daddy	         Buju Banton	               Quick	              Reggae	      3:41
       Louv Di Buddy	         Buju Banton	               Quick	              Reggae	      3:45
Mumma Long And Touge	         Buju Banton	               Quick	              Reggae	      3:23
          Gold Spoon	         Buju Banton	               Quick	              Reggae	      3:48
       Gun Unnu Want	         Buju Banton	               Quick	              Reggae	      3:42
             General	         Buju Banton	               Quick	              Reggae	      3:46
           Glamatize	         Buju Banton	               Quick	              Reggae	      3:45
           Mandy Sae	         Buju Banton	               Quick	              Reggae	      3:35
            homeless	         buju banton	    Selectors Choice	              Reggae	      3:50
              Shiloh	         Buju Banton	        ´Til Shiloh	              Reggae	      0:19
            Murderer	         Buju Banton	        ´Til Shiloh	              Reggae	      3:56
            Champion	         Buju Banton	        ´Til Shiloh	              Reggae	      3:57
      Untold Stories	         Buju Banton	        ´Til Shiloh	              Reggae	      4:34
    Not An Easy Road	         Buju Banton	        ´Til Shiloh	              Reggae	      3:59
            Only Man	         Buju Banton	        ´Til Shiloh	              Reggae	      2:51
         Chuck It So	         Buju Banton	        ´Til Shiloh	              Reggae	      3:57
       How Could You	         Buju Banton	        ´Til Shiloh	              Reggae	      3:55
      Wanna Be Loved	         Buju Banton	        ´Til Shiloh	              Reggae	      4:05
       It's All Over	         Buju Banton	        ´Til Shiloh	              Reggae	      4:04
      Hush Baby Hush	         Buju Banton	        ´Til Shiloh	              Reggae	      4:20
             Rampage	         Buju Banton	        ´Til Shiloh	              Reggae	      3:44
    Champion (Remix)	         Buju Banton	        ´Til Shiloh	              Reggae	      4:30
  Your Night Tonight	         Buju Banton	             Too Bad	              Reggae	      3:17
        Try Offa Yah	         Buju Banton	             Too Bad	              Reggae	      3:44
             Nothing	         Buju Banton	             Too Bad	              Reggae	      3:36
             Too Bad	         Buju Banton	             Too Bad	              Reggae	      2:44
           Waistline	         Buju Banton	             Too Bad	              Reggae	      3:24
                 Jig	         Buju Banton	             Too Bad	              Reggae	      3:47
           Me & Ounu	         Buju Banton	             Too Bad	              Reggae	      3:11
        'Til It Bend	         Buju Banton	             Too Bad	              Reggae	      3:24
             Hey Boy	         Buju Banton	             Too Bad	              Reggae	      2:19
             Go Slow	         Buju Banton	             Too Bad	              Reggae	      2:50
            Driver A	         Buju Banton	             Too Bad	              Reggae	      2:51
         Girl U Know	         Buju Banton	             Too Bad	              Reggae	      3:44
        Lonely Night	         Buju Banton	             Too Bad	              Reggae	      3:45
         Who Have It	         Buju Banton	             Too Bad	              Reggae	      3:32
   Better Day Coming	         Buju Banton	             Too Bad	              Reggae	      2:52
           Fast Lane	         Buju Banton	             Too Bad	              Reggae	      3:56
               Intro	         Buju Banton	    Unchained Spirit	              Reggae	      0:39
               Sudan	         Buju Banton	    Unchained Spirit	              Reggae	      4:41
   Life Is A Journey	         Buju Banton	    Unchained Spirit	              Reggae	      4:07
        Mighty Dread	         Buju Banton	    Unchained Spirit	              Reggae	      5:01
         Law & Order	         Buju Banton	    Unchained Spirit	              Reggae	      3:51
        Guns & Bombs	         Buju Banton	    Unchained Spirit	              Reggae	      3:20
      Women Dem Phat	         Buju Banton	    Unchained Spirit	              Reggae	      3:16
   Pull It Up (Live)	         Buju Banton	    Unchained Spirit	              Reggae	      2:56
           Searching	         Buju Banton	    Voice Of Jamaica	              Reggae	      4:17
            Red Rose	         Buju Banton	    Voice Of Jamaica	              Reggae	      3:59
          Commitment	         Buju Banton	    Voice Of Jamaica	              Reggae	      3:22
           Good Body	         Buju Banton	    Voice Of Jamaica	              Reggae	      3:57
          Wicked Act	         Buju Banton	    Voice Of Jamaica	              Reggae	      3:57
          Tribal War	         Buju Banton	    Voice Of Jamaica	              Reggae	      3:56
  A Little More Time	         Buju Banton	    Voice Of Jamaica	              Reggae	      3:58
        Him Take off	         Buju Banton	    Voice Of Jamaica	              Reggae	      3:42
         Gone A Lead	         Buju Banton	    Voice Of Jamaica	              Reggae	      3:48
         Make My Day	         Buju Banton	    Voice Of Jamaica	              Reggae	      5:09
    Operation Ardent	         Buju Banton	    Voice Of Jamaica	              Reggae	      3:58
               Birds	    Butthole Surfers	   Electriclarryland	  Alternative & Punk	      3:10
         Cough Syrup	    Butthole Surfers	   Electriclarryland	  Alternative & Punk	      4:33
           Thermador	    Butthole Surfers	   Electriclarryland	  Alternative & Punk	      4:35
             TV Star	    Butthole Surfers	   Electriclarryland	  Alternative & Punk	      3:06
               Ah Ha	    Butthole Surfers	   Electriclarryland	  Alternative & Punk	      3:31
The Lord Is A Monkey	    Butthole Surfers	   Electriclarryland	  Alternative & Punk	      4:46
                L.A.	    Butthole Surfers	   Electriclarryland	  Alternative & Punk	      2:46
               Space	    Butthole Surfers	   Electriclarryland	  Alternative & Punk	      4:21
 Ever Fallen In Love	           Buzzcocks	24 Hour Party People	          Soundtrack	      2:42
       Take Me Along	    Callenish Circle	Flesh Power Dominion	  Thrash/Speed Metal	      6:02
 Suffer My Disbelief	    Callenish Circle	Flesh Power Dominion	  Thrash/Speed Metal	      5:09
    100 Grand Canyon	         Cancer Bats	  Birthing The Giant	                Punk	      2:44
     Ghost Bust That	         Cancer Bats	  Birthing The Giant	                Punk	      3:46
            Grenades	         Cancer Bats	  Birthing The Giant	                Punk	      3:51
          Shillelagh	         Cancer Bats	  Birthing The Giant	                Punk	      3:19
        Butterscotch	         Cancer Bats	  Birthing The Giant	                Punk	      3:08
          Death Bros	         Cancer Bats	  Birthing The Giant	                Punk	      4:48
      Pneumonia Hawk	         Cancer Bats	  Birthing The Giant	                Punk	      3:45
        Crystal Ball	          Candlemass	      Essential Doom	               Metal	      5:20
 A Sorcerer's Pledge	          Candlemass	      Essential Doom	               Metal	      8:13
        Gothic Stone	          Candlemass	      Essential Doom	               Metal	      0:45
           Bewitched	          Candlemass	      Essential Doom	               Metal	      6:37
          Samarithan	          Candlemass	      Essential Doom	               Metal	      5:27
       Mirror Mirror	          Candlemass	      Essential Doom	               Metal	      6:15
      Ancient Dreams	          Candlemass	      Essential Doom	               Metal	      7:03
        The Prophecy	          Candlemass	      Essential Doom	               Metal	      1:27
 Witches (Demo 2003)	          Candlemass	      Essential Doom	               Metal	      6:37
       Buried Dreams	             Carcass	           Heartwork	                Rock	      3:58
          Embodiment	             Carcass	           Heartwork	                Rock	      5:36
Doctrinal Expletives	             Carcass	           Heartwork	                Rock	      3:39
           Joyrex J4	      Caustic Window	         Compilation	                    	      4:30
             AFX 114	      Caustic Window	         Compilation	                    	      1:21
        Cordialatron	      Caustic Window	         Compilation	                    	      4:44
      Italic Eyeball	      Caustic Window	         Compilation	                    	      4:25
       Pigeon Street	      Caustic Window	         Compilation	                    	      0:23
        Astroblaster	      Caustic Window	         Compilation	                    	      5:29
  On The Romance Tip	      Caustic Window	         Compilation	                    	      5:06
           Joyrex J5	      Caustic Window	         Compilation	                    	      6:54
            Fantasia	      Caustic Window	         Compilation	                    	      6:02
        Clayhill Dub	      Caustic Window	         Compilation	                    	      3:24
   Born on the Bayou	                 CCR	   Bruce Compilation	              Oldies	      5:16
    Living Dead Beat	   Children of Bodom	   Are You Dead Yet?	 Melodic Death Metal	      5:17
   Are You Dead Yet?	   Children of Bodom	   Are You Dead Yet?	 Melodic Death Metal	      3:54
    Punch Me I Bleed	   Children of Bodom	   Are You Dead Yet?	 Melodic Death Metal	      4:51
        Next In Line	   Children of Bodom	   Are You Dead Yet?	 Melodic Death Metal	      4:19
   Bastards of Bodom	   Children of Bodom	   Are You Dead Yet?	 Melodic Death Metal	      3:27
We're Not Gonna Fall	   Children of Bodom	   Are You Dead Yet?	 Melodic Death Metal	      3:17
Oops! I Did It Again	   Children of Bodom	   Are You Dead Yet?	 Melodic Death Metal	      3:19
            Downfall	   Children of Bodom	            Downfall	 Melodic Death Metal	      4:32
         No Commands	   Children of Bodom	            Downfall	 Melodic Death Metal	      4:46
   Follow The Reaper	   Children of Bodom	   Follow The Reaper	 Melodic Death Metal	      3:46
   Follow The Reaper	   Children Of Bodom	   Follow The Reaper	   Black/Death Metal	      3:47
Bodom After Midnight	   Children Of Bodom	   Follow The Reaper	   Black/Death Metal	      3:43
Bodom After Midnight	   Children of Bodom	   Follow The Reaper	 Melodic Death Metal	      3:42
     Everytime I Die	   Children Of Bodom	   Follow The Reaper	   Black/Death Metal	      4:03
     Everytime I Die	   Children of Bodom	   Follow The Reaper	 Melodic Death Metal	      4:00
      Mask Of Sanity	   Children Of Bodom	   Follow The Reaper	   Black/Death Metal	      3:58
      Mask Of Sanity	   Children of Bodom	   Follow The Reaper	 Melodic Death Metal	      3:58
            Hate Me!	   Children Of Bodom	   Follow The Reaper	   Black/Death Metal	      3:58
  Taste Of My Scythe	   Children of Bodom	   Follow The Reaper	 Melodic Death Metal	      3:57
  Taste Of My Scythe	   Children Of Bodom	   Follow The Reaper	   Black/Death Metal	      4:44
    Northern Comfort	   Children Of Bodom	   Follow The Reaper	   Black/Death Metal	      3:48
    Northern Comfort	   Children of Bodom	   Follow The Reaper	 Melodic Death Metal	      3:45
 Kissing The Shadows	   Children of Bodom	   Follow The Reaper	 Melodic Death Metal	      4:30
 Kissing The Shadows	   Children Of Bodom	   Follow The Reaper	   Black/Death Metal	      4:32
             Hellion	   Children Of Bodom	   Follow The Reaper	   Black/Death Metal	      3:02
    Shot in the Dark	   Children of Bodom	   Follow The Reaper	 Melodic Death Metal	      3:37
             Hellion	   Children of Bodom	   Follow The Reaper	 Melodic Death Metal	      3:02
           Aces High	   Children of Bodom	   Follow The Reaper	 Melodic Death Metal	      4:29
        Needled 24/7	   Children of Bodom	 Hate Crew Deathroll	 Melodic Death Metal	      4:08
          Sixpounder	   Children of Bodom	 Hate Crew Deathroll	 Melodic Death Metal	      3:23
  Bodom Beach Terror	   Children of Bodom	 Hate Crew Deathroll	 Melodic Death Metal	      4:35
 Hate Crew Deathroll	   Children of Bodom	 Hate Crew Deathroll	 Melodic Death Metal	      6:14
       Silent Scream	   Children of Bodom	 Hate Crew Deathroll	 Melodic Death Metal	      3:18
             Hellion	   Children of Bodom	            Hate Me!	 Melodic Death Metal	      2:58
            Warheart	   Children of Bodom	         Hatebreeder	 Melodic Death Metal	      4:05
    Towards Dead End	   Children of Bodom	         Hatebreeder	 Melodic Death Metal	      4:53
         Black Widow	   Children of Bodom	         Hatebreeder	 Melodic Death Metal	      3:57
            Downfall	   Children of Bodom	         Hatebreeder	 Melodic Death Metal	      4:32
         No Commands	   Children of Bodom	         Hatebreeder	 Melodic Death Metal	      4:46
        In Your Face	   Children of Bodom	        In Your Face	 Melodic Death Metal	      4:15
 Oops I Did It Again	   Children of Bodom	        In Your Face	 Melodic Death Metal	      3:19
   Deadnight Warrior	   Children of Bodom	      Something Wild	 Melodic Death Metal	      3:21
      In the Shadows	   Children of Bodom	      Something Wild	 Melodic Death Metal	      6:00
            The Nail	   Children of Bodom	      Something Wild	 Melodic Death Metal	      6:15
               Intro	   Children of Bodom	     Tokyo Warhearts	 Melodic Death Metal	      1:24
          Lake Bodom	   Children of Bodom	     Tokyo Warhearts	 Melodic Death Metal	      4:08
       Bed of Razors	   Children of Bodom	     Tokyo Warhearts	 Melodic Death Metal	      4:35
       War of Razors	   Children of Bodom	     Tokyo Warhearts	 Melodic Death Metal	      2:10
         Hatebreeder	   Children of Bodom	     Tokyo Warhearts	 Melodic Death Metal	      4:30
            Downfall	   Children of Bodom	     Tokyo Warhearts	 Melodic Death Metal	      4:47
    Towards Dead End	   Children of Bodom	     Tokyo Warhearts	 Melodic Death Metal	      6:10
            Alegría	    Cirque Du Soleil	            Alegría	               Opera	      5:51
          Vai Vedrai	    Cirque Du Soleil	            Alegría	               Opera	      4:34
              Querer	    Cirque Du Soleil	            Alegría	               Opera	      4:34
                Irna	    Cirque Du Soleil	            Alegría	               Opera	      4:46
              Taruka	    Cirque Du Soleil	            Alegría	               Opera	      5:34
               Mirko	    Cirque Du Soleil	            Alegría	               Opera	      5:06
               Icare	    Cirque Du Soleil	            Alegría	               Opera	      7:23
                Ibis	    Cirque Du Soleil	            Alegría	               Opera	      6:26
           Valsapena	    Cirque Du Soleil	            Alegría	               Opera	      4:00
            Nocturne	    Cirque Du Soleil	            Alegría	               Opera	      3:09
       Stella Errans	    Cirque du Soleil	             Dralion	               Opera	      4:35
               Ombra	    Cirque du Soleil	             Dralion	               Opera	      5:57
    Spiritual Spiral	    Cirque du Soleil	             Dralion	               Opera	      4:14
              Bamboo	    Cirque du Soleil	             Dralion	               Opera	      1:26
             Ballare	    Cirque du Soleil	             Dralion	               Opera	      5:42
            Ravendhi	    Cirque du Soleil	             Dralion	               Opera	      4:39
       Ninkou Latora	    Cirque du Soleil	             Dralion	               Opera	      5:14
      Aborigines Jam	    Cirque du Soleil	             Dralion	               Opera	      3:08
              Hinko`	    Cirque du Soleil	             Dralion	               Opera	      5:49
            Kamande'	    Cirque du Soleil	             Dralion	               Opera	      4:26
              Rabbit	          Clam Fight	            Volume I	               Metal	      6:24
         Janie Jones	           The Clash	24 Hour Party People	          Soundtrack	      2:06
        Cthulhu Dawn	     Cradle Of Filth	              Midian	   Black/Death Metal	      4:17
     Saffron's Curse	     Cradle Of Filth	              Midian	   Black/Death Metal	      6:32
       Lord Abortion	     Cradle Of Filth	              Midian	   Black/Death Metal	      6:51
        Amor E Morte	     Cradle Of Filth	              Midian	   Black/Death Metal	      6:44
Her Ghost In The Fog	     Cradle Of Filth	              Midian	   Black/Death Metal	      6:24
      Satanic Mantra	     Cradle Of Filth	              Midian	   Black/Death Metal	      0:50
Tortured Soul Asylam	     Cradle Of Filth	              Midian	   Black/Death Metal	      7:48
   Barana [D-Factor]	            D-Factor	    You Know My Name	   Electronica/Dance	      4:04
         technologic	           Daft Punk	     Human After All	                Bass	      4:44
       The Big Sleep	           Dan Swano	           Moontower	         Death Metal	      5:19
  Creating Illusions	           Dan Swano	           Moontower	         Death Metal	      4:14
      Encounterparts	           Dan Swano	           Moontower	         Death Metal	      6:06
          Uncreation	           Dan Swano	           Moontower	         Death Metal	      5:42
             Opening	        Danny Elfman	 Nightmare Revisited	          Soundtrack	      1:00
             Closing	        Danny Elfman	 Nightmare Revisited	          Soundtrack	      1:24
      Out Of Nothing	   Dark Tranquillity	           Character	         Death Metal	      3:52
      Lost To Apathy	   Dark Tranquillity	           Character	         Death Metal	      4:36
        Mind Matters	   Dark Tranquillity	           Character	         Death Metal	      3:29
         One Thought	   Dark Tranquillity	           Character	         Death Metal	      4:07
             Am I 1?	   Dark Tranquillity	           Character	         Death Metal	      4:29
         My Negation	   Dark Tranquillity	           Character	         Death Metal	      6:29
Monochromatic Stains	   Dark Tranquillity	         Damage Done	               Metal	      3:38
    The Treason Wall	   Dark Tranquillity	         Damage Done	               Metal	      3:30
           Ex Nihilo	   Dark Tranquillity	         Damage Done	               Metal	      4:30
   Nothing To No One	   Dark Tranquillity	             Fiction	               Metal	      4:10
      Blind At Heart	   Dark Tranquillity	             Fiction	               Metal	      4:21
      Misery's Crown	   Dark Tranquillity	             Fiction	               Metal	      4:14
         Focus Shift	   Dark Tranquillity	             Fiction	               Metal	      3:36
               Lethe	   Dark Tranquillity	         The Gallery	                    	      4:42
Mine Is The Grandeur	   Dark Tranquillity	         The Gallery	                    	      2:26
  Not Built to Last 	   Dark Tranquillity	               Haven	               Metal	      3:38
           The Same 	   Dark Tranquillity	               Haven	               Metal	      3:11
              Fabric	   Dark Tranquillity	               Haven	               Metal	      3:56
             Rundown	   Dark Tranquillity	               Haven	               Metal	      3:53
      Empitier Still	   Dark Tranquillity	               Haven	               Metal	      3:40
   At Loss For Words	   Dark Tranquillity	               Haven	               Metal	      6:42
           Auctioned	   Dark Tranquillity	          Projector 	               Metal	      6:06
          Day to End	   Dark Tranquillity	          Projector 	               Metal	      3:08
        Nether Novas	   Dark Tranquillity	          Projector 	               Metal	      6:14
        On Your Time	   Dark Tranquillity	          Projector 	               Metal	      5:37
The Sun Fired Blanks	   Dark Tranquillity	          Projector 	               Metal	      4:17
             Therein	   Dark Tranquillity	          Projector 	               Metal	      5:55
    To A Bitter Halt	   Dark Tranquillity	          Projector 	               Metal	      4:48
        Undo Control	   Dark Tranquillity	          Projector 	               Metal	      5:10
       To The Rescue	            Datarock	 Nightmare Revisited	          Soundtrack	      3:34
          Sing-Along	         David Cross	   The Pride Is Back	               Other	      1:42
    Airport Painting	         David Cross	   The Pride Is Back	               Other	      2:56
         Advertising	         David Cross	   The Pride Is Back	               Other	      1:01
  Christian Sandwich	         David Cross	   The Pride Is Back	               Other	      1:01
      Miles For Kids	         David Cross	   The Pride Is Back	               Other	      2:50
         Virgin Mary	         David Cross	   The Pride Is Back	               Other	      2:19
           Year 2000	         David Cross	   The Pride Is Back	               Other	      2:46
          Footprints	         David Cross	   The Pride Is Back	               Other	      1:17
      Jesus A Martyr	         David Cross	   The Pride Is Back	               Other	      1:34
     Water Into Wine	         David Cross	   The Pride Is Back	               Other	      2:12
 Lazy Business Ideas	         David Cross	   The Pride Is Back	               Other	      1:42
           Amish Kid	         David Cross	   The Pride Is Back	               Other	      1:33
     Dating Handbook	         David Cross	   The Pride Is Back	               Other	      4:03
          Crack Baby	         David Cross	   The Pride Is Back	               Other	      1:07
       Dr. Kavorkian	         David Cross	   The Pride Is Back	               Other	      1:27
        Fetal Tissue	         David Cross	   The Pride Is Back	               Other	      0:55
      Organ Donation	         David Cross	   The Pride Is Back	               Other	      1:44
       Wills To Pets	         David Cross	   The Pride Is Back	               Other	      1:06
      Media Violence	         David Cross	   The Pride Is Back	               Other	      2:17
        Ces And Porn	         David Cross	   The Pride Is Back	               Other	      3:15
        James Lipton	         David Cross	   The Pride Is Back	               Other	      5:57
          Mother War	         Decapitated	            Nihility	         Death Metal	      4:06
               Names	         Decapitated	            Nihility	         Death Metal	      3:50
     Symetry Of Zero	         Decapitated	            Nihility	         Death Metal	      2:36
     Visual Delusion	         Decapitated	Organic Hallucinosis	               Metal	      5:55
       Flash-B(l)ack	         Decapitated	Organic Hallucinosis	               Metal	      3:41
   Invisible Control	         Decapitated	Organic Hallucinosis	               Metal	      4:45
             Blessed	         Decapitated	   Winds of Creation	         Death Metal	      5:06
    The First Damned	         Decapitated	   Winds of Creation	         Death Metal	      5:47
    The Eye of Horus	         Decapitated	   Winds of Creation	         Death Metal	      5:25
          Nine Steps	         Decapitated	   Winds of Creation	         Death Metal	      5:11
       Dance Macabre	         Decapitated	   Winds of Creation	         Death Metal	      2:48
    Rites of Passage	    Demons & Wizards	    Demons & Wizards	               Metal	      0:53
               Chant	    Demons & Wizards	    Demons & Wizards	               Metal	      0:54
       Heaven Denies	    Demons & Wizards	    Demons & Wizards	               Metal	      5:20
       Path of Glory	    Demons & Wizards	    Demons & Wizards	               Metal	      4:58
     Winter of Souls	    Demons & Wizards	    Demons & Wizards	               Metal	      5:47
           Murmaider	            Dethklok	       The Dethalbum	               Metal	      3:24
   Go Into The Water	            Dethklok	       The Dethalbum	               Metal	      4:20
              Awaken	            Dethklok	       The Dethalbum	               Metal	      3:37
    Go Forth And Die	            Dethklok	       The Dethalbum	               Metal	      4:21
             Fansong	            Dethklok	       The Dethalbum	               Metal	      2:52
  Better Metal Snake	            Dethklok	       The Dethalbum	               Metal	      3:26
    The Lost Vikings	            Dethklok	       The Dethalbum	               Metal	      4:26
        Thunderhorse	            Dethklok	       The Dethalbum	               Metal	      2:45
    Birthday Dethday	            Dethklok	       The Dethalbum	               Metal	      2:48
        Hatredcopter	            Dethklok	       The Dethalbum	               Metal	      2:56
        Castratikron	            Dethklok	       The Dethalbum	               Metal	      2:57
         Face Fisted	            Dethklok	       The Dethalbum	               Metal	      4:17
        Dethharmonic	            Dethklok	       The Dethalbum	               Metal	      4:30
           Deththeme	            Dethklok	       The Dethalbum	               Metal	      0:34
                 Z²	      Devin Townsend	        Dark Matters	               Metal	      3:59
    From Sleep Awake	      Devin Townsend	        Dark Matters	               Metal	      3:00
   Ziltoidian Empire	      Devin Townsend	        Dark Matters	               Metal	      6:25
        War Princess	      Devin Townsend	        Dark Matters	               Metal	      8:17
       Wandering Eye	      Devin Townsend	        Dark Matters	               Metal	      3:40
               Earth	      Devin Townsend	        Dark Matters	               Metal	      7:38
   Ziltoid Goes Home	      Devin Townsend	        Dark Matters	               Metal	      6:20
Through The Wormhole	      Devin Townsend	        Dark Matters	               Metal	      3:43
         Dimension Z	      Devin Townsend	        Dark Matters	               Metal	      6:13
            Overture	           DeVotchKa	 Nightmare Revisited	          Soundtrack	      2:36
           Avalanche	         Disillusion	              Gloria	               Metal	      5:06
          Aerophobic	         Disillusion	              Gloria	               Metal	      3:21
       Save The Past	         Disillusion	              Gloria	               Metal	      3:44
            Untiefen	         Disillusion	              Gloria	               Metal	      4:03
          Nexion 218	          Dissection	        Reinka∞¶s	       General Metal	      1:32
  Beyond the Horizon	          Dissection	        Reinka∞¶s	       General Metal	      5:20
       Starless Aeon	          Dissection	        Reinka∞¶s	       General Metal	      3:59
        Black Dragon	          Dissection	        Reinka∞¶s	       General Metal	      4:48
  Dark Mother Divine	          Dissection	        Reinka∞¶s	       General Metal	      5:44
         Xeper-I-Set	          Dissection	        Reinka∞¶s	       General Metal	      3:08
          Chaosophia	          Dissection	        Reinka∞¶s	       General Metal	      0:41
           Maha Kali	          Dissection	        Reinka∞¶s	       General Metal	      6:04
       Vowed Revenge	       Divine Empire	 Method of Execution	               Metal	      4:07
     Surgical Strike	       Divine Empire	 Method of Execution	               Metal	      2:13
        Dungeon Mask	       Divine Empire	 Method of Execution	               Metal	      4:01
  Shadow Of Violence	       Divine Empire	 Method of Execution	               Metal	      3:44
Prelude To The Storm	       Divine Empire	 Method of Execution	               Metal	      2:02
   Random Beheadings	       Divine Empire	 Method of Execution	               Metal	      3:14
        Incarcarated	       Divine Empire	 Method of Execution	               Metal	      3:53
 Sanctioned Homicide	       Divine Empire	 Method of Execution	               Metal	      2:26
Impervious Deception	       Divine Empire	 Method of Execution	               Metal	      3:42
       Kill The King	       Divine Empire	 Method of Execution	               Metal	      4:34
           Murderous	       Divine Empire	 Method of Execution	               Metal	      3:55
    Reduced To Ashes	       Divine Empire	 Method of Execution	               Metal	      4:23
     Storm Of Hatred	       Divine Empire	   What Lies Beneath	        General Rock	      4:02
       Run [DJ Funk]	             DJ Funk	    You Know My Name	   Electronica/Dance	      1:31
                Otis	  The Durutti Column	24 Hour Party People	          Soundtrack	      4:16
     Incantation III	      Edge Of Sanity	          Crimson II	               Metal	      1:03
      Incantation IV	      Edge Of Sanity	          Crimson II	               Metal	      1:01
   Passage of Time I	      Edge Of Sanity	          Crimson II	               Metal	      1:00
  Passage of Time II	      Edge Of Sanity	          Crimson II	               Metal	      0:36
